epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,1289.13,0.49927,0.37648,0.98273,0.9714,0.96639,0.97204,0.92,0.33649,0.26373,0.83727,0.000676802,0.000676802,0.000676802
62,1309.08,0.48454,0.36499,0.97301,0.96715,0.94118,0.96883,0.91993,0.32918,0.27682,0.82389,0.000660299,0.000660299,0.000660299
63,1329.1,0.47961,0.36138,0.97289,0.96943,0.94958,0.96964,0.92459,0.32419,0.26129,0.83633,0.000643795,0.000643795,0.000643795
64,1349.07,0.48127,0.36634,0.97301,0.9556,0.9322,0.96548,0.91357,0.34778,0.29474,0.83214,0.000627292,0.000627292,0.000627292
65,1369.05,0.47802,0.36166,0.96688,0.95725,0.96639,0.96772,0.92161,0.35094,0.27454,0.83978,0.000610789,0.000610789,0.000610789
66,1389.03,0.47067,0.35534,0.96495,0.96377,0.97059,0.97221,0.91789,0.36214,0.2754,0.85875,0.000594286,0.000594286,0.000594286
67,1409.02,0.46418,0.35278,0.9631,0.97236,0.96218,0.97221,0.92303,0.3277,0.25701,0.83693,0.000577782,0.000577782,0.000577782
68,1429.01,0.4791,0.35286,0.96979,0.97428,0.96909,0.97569,0.92866,0.32817,0.25482,0.82574,0.000561279,0.000561279,0.000561279
69,1449.32,0.46772,0.35505,0.95939,0.972,0.93697,0.97133,0.92732,0.31351,0.2581,0.82493,0.000544776,0.000544776,0.000544776
70,1469.29,0.45802,0.34145,0.96054,0.96981,0.96218,0.97329,0.93366,0.30889,0.24364,0.82446,0.000528272,0.000528272,0.000528272
71,1489.32,0.47466,0.35142,0.96411,0.95771,0.94913,0.96906,0.92344,0.31458,0.25859,0.82279,0.000511769,0.000511769,0.000511769
72,1509.3,0.45473,0.34133,0.95699,0.96115,0.96639,0.97352,0.92835,0.31472,0.25588,0.82569,0.000495266,0.000495266,0.000495266
73,1529.26,0.4552,0.34458,0.95761,0.97453,0.93415,0.97164,0.9241,0.33235,0.27339,0.83804,0.000478762,0.000478762,0.000478762
74,1549.25,0.44032,0.33819,0.95116,0.96969,0.97114,0.97568,0.93628,0.32058,0.23653,0.82215,0.000462259,0.000462259,0.000462259
75,1569.25,0.44393,0.33903,0.94877,0.96529,0.95289,0.96988,0.92271,0.29968,0.2519,0.82681,0.000445756,0.000445756,0.000445756
76,1589.28,0.46012,0.34037,0.9565,0.97765,0.95937,0.972,0.92964,0.30412,0.24263,0.82249,0.000429253,0.000429253,0.000429253
77,1609.24,0.44736,0.33371,0.95378,0.95844,0.96218,0.97517,0.93803,0.29309,0.2414,0.83074,0.000412749,0.000412749,0.000412749
78,1629.23,0.43744,0.32629,0.95324,0.97779,0.96218,0.97638,0.93483,0.2968,0.23897,0.82673,0.000396246,0.000396246,0.000396246
79,1649.23,0.44186,0.32822,0.95302,0.97226,0.96639,0.97494,0.92495,0.32792,0.25955,0.83305,0.000379743,0.000379743,0.000379743
80,1669.2,0.44865,0.33401,0.95141,0.99705,0.95798,0.97658,0.93151,0.31108,0.2381,0.82934,0.000363239,0.000363239,0.000363239
81,1689.17,0.43766,0.32877,0.95226,0.99485,0.96639,0.97815,0.93407,0.32399,0.23325,0.82737,0.000346736,0.000346736,0.000346736
82,1709.14,0.43124,0.3203,0.94829,0.98626,0.9723,0.97542,0.92754,0.33708,0.24568,0.82914,0.000330233,0.000330233,0.000330233
83,1729.16,0.43302,0.3241,0.94774,0.96526,0.96874,0.97318,0.93229,0.30596,0.23668,0.82538,0.000313729,0.000313729,0.000313729
84,1749.09,0.40561,0.30174,0.94251,0.97218,0.96991,0.9753,0.93438,0.30479,0.24268,0.81905,0.000297226,0.000297226,0.000297226
85,1769.11,0.42678,0.31784,0.94596,0.99045,0.9485,0.97341,0.92732,0.31763,0.24794,0.8383,0.000280723,0.000280723,0.000280723
86,1789.15,0.42197,0.31124,0.94217,0.9802,0.96218,0.97601,0.93575,0.30588,0.24181,0.82656,0.00026422,0.00026422,0.00026422
87,1809.13,0.41395,0.30675,0.94133,0.97026,0.962,0.97316,0.93247,0.30585,0.24668,0.8242,0.000247716,0.000247716,0.000247716
88,1829.09,0.42073,0.31309,0.93977,0.9897,0.95798,0.97695,0.93659,0.30194,0.22993,0.82413,0.000231213,0.000231213,0.000231213
89,1849.47,0.40997,0.30511,0.94139,0.9773,0.96416,0.97546,0.93123,0.31697,0.24237,0.82295,0.00021471,0.00021471,0.00021471
90,1870.22,0.40557,0.30371,0.94138,0.99061,0.96251,0.9778,0.93352,0.31627,0.22706,0.82228,0.000198206,0.000198206,0.000198206
91,1891.06,0.36526,0.25971,0.90473,0.98151,0.97341,0.97586,0.92717,0.31804,0.23599,0.82449,0.000181703,0.000181703,0.000181703
92,1910.88,0.36325,0.24918,0.89749,0.98648,0.97059,0.97773,0.93321,0.30588,0.22747,0.81775,0.0001652,0.0001652,0.0001652
93,1931,0.36052,0.2437,0.89636,0.98822,0.97479,0.97748,0.9325,0.30553,0.22055,0.81861,0.000148696,0.000148696,0.000148696
94,1950.8,0.35078,0.23542,0.88975,0.98546,0.97479,0.9785,0.93499,0.30912,0.22133,0.81958,0.000132193,0.000132193,0.000132193
95,1970.61,0.3495,0.23314,0.88769,0.98867,0.97479,0.97941,0.94147,0.27203,0.21352,0.81064,0.00011569,0.00011569,0.00011569
96,1990.39,0.34669,0.23001,0.88942,0.98608,0.97351,0.97957,0.9358,0.30003,0.21756,0.81681,9.91865e-05,9.91865e-05,9.91865e-05
97,2010.18,0.34524,0.23101,0.88319,0.99061,0.97358,0.97885,0.93508,0.30302,0.21437,0.81304,8.26832e-05,8.26832e-05,8.26832e-05
98,2029.95,0.33692,0.22678,0.87981,0.98939,0.97479,0.97885,0.93625,0.29302,0.211,0.81007,6.61799e-05,6.61799e-05,6.61799e-05
99,2049.73,0.33036,0.22119,0.88121,0.99517,0.97368,0.9792,0.93965,0.2916,0.20728,0.81182,4.96766e-05,4.96766e-05,4.96766e-05
100,2069.49,0.32832,0.21999,0.87661,0.99341,0.97059,0.97916,0.93894,0.28427,0.20788,0.80985,3.31733e-05,3.31733e-05,3.31733e-05
